name,resident_advisor_url,appearances,venues,latest_event,energy,experimental,melodic,dark,organic,vocal,depth,classic,genres,scenes,moods,description,similar_artists,soundcloud_url,spotify_id
Chris Schwarzwälder,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.37,0.72,0.43,0.59,0.13,0.02,0.97,0.75,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Mona Moore,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.47,0.72,0.85,0.97,0.71,0.33,0.97,0.12,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Jama Deejay,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.86,0.32,0.68,0.67,0.28,0.66,0.42,0.12,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Joma Beton,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.66,0.15,0.15,0.01,0.97,0.29,0.55,0.76,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Tom Eichhagen,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.17,0.55,0.44,0.31,0.65,0.8,0.7,0.57,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Franz Matthews,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.64,0.98,0.0,0.93,0.74,0.57,0.03,0.59,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Rotciv,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.36,0.9,0.5,0.86,0.53,0.35,0.12,0.78,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Shimanski,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.73,0.79,0.98,0.57,0.38,0.73,0.24,0.71,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Shimon (3),https://ra.co/events/2157438,4,"Kater, ://about blank",2025-05-23T00:00:00.000,0.68,0.99,0.81,0.33,0.56,0.03,0.97,0.45,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Chris Hanke,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.57,0.39,0.69,0.18,0.48,0.29,0.13,0.22,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
ELIXIR,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.99,0.49,0.38,0.25,0.42,0.37,0.5,0.16,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Luko,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.32,0.28,0.68,0.88,0.54,0.4,0.74,0.4,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Rakäthe,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.08,0.09,0.74,0.28,0.7,0.82,0.15,0.37,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Robin Schellenberg,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.1,0.45,0.52,0.82,0.54,0.89,0.99,0.27,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Suse,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.08,0.49,0.63,0.28,0.02,0.01,0.32,0.36,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Arno,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.03,0.35,0.72,0.46,0.31,0.67,0.22,0.32,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
ATTA (GER),https://ra.co/events/2157438,4,"Kater, Humboldthain Club",2025-05-23T00:00:00.000,0.03,0.53,0.61,0.66,0.06,0.64,0.76,0.57,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Elli.on,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.23,0.61,0.19,0.91,0.1,0.95,0.01,0.58,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Robin RB,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.63,0.11,0.93,0.28,0.71,0.72,0.5,0.91,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Franziska Berns,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.67,0.34,0.56,0.96,0.83,0.63,0.74,0.94,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Aleska,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.43,0.12,0.92,0.26,0.85,0.63,0.67,0.86,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Hightower Soundsystem,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.61,0.09,0.68,0.46,0.09,0.44,0.68,0.73,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Luna City Express,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.43,0.03,0.94,0.39,0.86,0.32,0.92,0.69,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Sexy Lazer,https://ra.co/events/2157438,3,Kater,2025-05-23T00:00:00.000,0.36,0.5,0.85,0.94,0.59,0.75,0.26,0.07,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Hannah Laing,https://ra.co/events/2128800,1,Ritter Butzke,2025-05-23T00:00:00.000,0.77,0.29,0.46,0.03,0.98,0.29,0.43,0.29,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ S3XERCISE,https://ra.co/events/2128800,1,Ritter Butzke,2025-05-23T00:00:00.000,0.45,0.29,0.04,0.9,0.62,0.54,0.13,0.69,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
MUNSEF,https://ra.co/events/2143396,1,Lido Berlin,2025-05-23T00:00:00.000,0.33,0.81,0.14,0.19,0.05,0.42,0.46,0.55,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Alias Shay,https://ra.co/events/2143396,1,Lido Berlin,2025-05-23T00:00:00.000,0.71,0.78,0.45,0.36,0.58,0.17,0.55,0.34,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Kat Davids,https://ra.co/events/2154706,1,"TBA - Plötzensee, Nordufer 26, 13351 Berlin",2025-05-23T00:00:00.000,0.27,0.82,1.0,0.34,0.79,0.79,0.08,0.72,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Josiane,https://ra.co/events/2154706,1,"TBA - Plötzensee, Nordufer 26, 13351 Berlin",2025-05-23T00:00:00.000,0.61,0.58,0.03,0.77,0.71,0.66,0.13,0.47,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Naomi (DE),https://ra.co/events/2154706,1,"TBA - Plötzensee, Nordufer 26, 13351 Berlin",2025-05-23T00:00:00.000,0.06,0.64,0.94,0.94,0.27,0.38,0.92,0.97,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Marie Montexier,https://ra.co/events/2154706,1,"TBA - Plötzensee, Nordufer 26, 13351 Berlin",2025-05-23T00:00:00.000,0.57,0.71,0.22,0.87,0.67,0.56,0.6,0.35,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
SAM (9),https://ra.co/events/2154706,1,"TBA - Plötzensee, Nordufer 26, 13351 Berlin",2025-05-23T00:00:00.000,0.74,0.33,1.0,0.46,0.69,0.1,0.16,0.16,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Appleblim,https://ra.co/events/2142789,1,Giri,2025-05-23T00:00:00.000,0.11,0.9,0.2,0.48,0.4,0.88,0.81,0.08,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Cmba,https://ra.co/events/2142789,1,Giri,2025-05-23T00:00:00.000,0.86,0.44,0.84,0.71,0.82,0.09,0.42,0.7,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Courtroom Drama,https://ra.co/events/2142789,1,Giri,2025-05-23T00:00:00.000,0.53,0.52,0.22,0.07,0.94,0.08,0.97,0.15,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
David Elimelech,https://ra.co/events/2133625,1,Berghain | Panorama Bar | Säule,2025-05-23T00:00:00.000,0.32,0.98,0.5,0.5,0.01,0.78,0.03,0.88,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Jorkes,https://ra.co/events/2133625,1,Berghain | Panorama Bar | Säule,2025-05-23T00:00:00.000,0.64,0.99,0.06,0.55,0.15,0.76,0.14,0.7,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
NIKS,https://ra.co/events/2133625,1,Berghain | Panorama Bar | Säule,2025-05-23T00:00:00.000,0.43,0.33,0.26,0.68,0.79,0.59,0.65,0.41,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Partok,https://ra.co/events/2133625,1,Berghain | Panorama Bar | Säule,2025-05-23T00:00:00.000,0.37,0.28,0.78,0.06,0.67,0.51,0.97,0.74,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Roi Perez,https://ra.co/events/2133625,1,Berghain | Panorama Bar | Säule,2025-05-23T00:00:00.000,0.53,0.73,0.5,0.86,0.18,0.47,0.37,0.81,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Rumi von Baires,https://ra.co/events/2133625,1,Berghain | Panorama Bar | Säule,2025-05-23T00:00:00.000,0.0,0.9,0.87,0.12,0.26,0.96,0.86,0.73,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Samira,https://ra.co/events/2133625,1,Berghain | Panorama Bar | Säule,2025-05-23T00:00:00.000,0.18,0.28,0.23,0.94,0.17,0.69,0.1,0.18,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Michael Ritter,https://ra.co/events/2094386,2,Birgit,2025-05-23T00:00:00.000,0.61,0.61,0.33,0.07,0.32,0.48,0.79,0.04,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DANNSEN,https://ra.co/events/2094386,2,Birgit,2025-05-23T00:00:00.000,0.51,0.73,0.66,0.58,0.53,0.02,0.56,0.98,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Face-B,https://ra.co/events/2094386,2,Birgit,2025-05-23T00:00:00.000,0.33,0.53,0.2,0.68,0.22,0.31,0.68,0.22,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
MOOGLI (DE),https://ra.co/events/2094386,2,Birgit,2025-05-23T00:00:00.000,0.87,0.37,0.22,0.52,0.3,0.3,0.39,0.49,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Igor Marijuan,https://ra.co/events/2094386,2,Birgit,2025-05-23T00:00:00.000,0.07,0.22,0.19,0.86,0.99,0.84,0.96,0.35,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Till Antonio,https://ra.co/events/2094386,2,Birgit,2025-05-23T00:00:00.000,0.05,0.21,0.69,0.67,0.85,0.99,0.25,0.44,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
NILU,https://ra.co/events/2094386,2,Birgit,2025-05-23T00:00:00.000,0.49,0.97,0.48,0.02,0.87,0.38,0.11,0.76,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Albin Brezlan,https://ra.co/events/2094386,2,Birgit,2025-05-23T00:00:00.000,0.44,0.56,0.78,0.39,0.04,0.83,0.92,0.6,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
